,location
11945,"11.893334, 109.17016699999999"
11947,"26.212401, 127.68093200000001"
11950,"17.364697, 102.815892"
11952,"16.054407, 108.20216699999999"
11959,"0.0, 0.0"
11960,"0.0, 0.0"
11962,"22.396428, 114.10949699999999"
11970,"29.557669, 34.951925"
11971,"1.352083, 103.819836"
11982,"51.514125, -0.093689"
11988,"0.0, 0.0"
11993,"-16.816667000000002, 145.716667"
11997,"54.2, -5.883333"
12011,"-23.550520000000002, -46.633309000000004"
12012,"0.0, 0.0"
12013,"55.40369200000001, 11.355257"
12016,"4.8902779999999995, 114.942222"
12019,"-36.848459999999996, 174.76333200000002"
12041,"-32.075542, 115.779634"
12047,"-31.952240000000003, 115.861397"
12069,"37.566534999999995, 126.97796899999999"
12070,"8.275091999999999, -62.767663"
12073,"-36.848459999999996, 174.76333200000002"
12076,"-21.115141, 55.536384"
12081,"-34.551048, 146.404831"
12089,"12.725493, -61.323937"
12090,"-37.653828999999995, 145.517006"
12092,"0.0, 0.0"
12106,"-35.3333, -72.4167"
12111,"0.0, 0.0"
12112,"34.478889, -105.88194399999999"
12114,"-27.471009999999996, 153.024292"
12115,"-27.471009999999996, 153.024292"
12116,"33.888628999999995, 35.495478999999996"
12121,"0.0, 0.0"
12132,"32.514947, -117.038247"
12133,"52.216667, -0.266667"
12136,"50.45, -3.5"
12140,"53.36666700000001, -1.5"
12146,"53.533333, -0.05"
12148,"50.833333, -0.15"
12164,"0.0, 0.0"
12170,"32.666933, -16.924055"
12172,"59.28370699999999, 5.306874"
12177,"51.514125, -0.093689"
12184,"42.581371999999995, 20.889336"
12185,"55.833332999999996, -4.25"
12192,"51.683333000000005, 0.016666999999999998"
12193,"25.686614000000002, -100.316113"
12194,"40.203315, -8.410257000000001"
12198,"51.514125, -0.093689"
12199,"25.686614000000002, -100.316113"
12204,"-27.56056, 151.953857"
12208,"0.0, 0.0"
12209,"0.0, 0.0"
12212,"0.0, 0.0"
12217,"50.999280999999996, -4.399824"
12232,"20.653407, -105.22533200000001"
12239,"-23.666466, 27.744829"
12241,"14.537752, 121.001379"
12245,"54.8575, -5.80986"
12246,"51.608139, 0.10079"
12252,"31.866743, -116.59637099999999"
12257,"51.8, -0.2"
12265,"-31.952240000000003, 115.861397"
12271,"53.283333, -2.9"
12275,"-33.469120000000004, -70.641997"
12276,"53.36666700000001, -1.5"
12281,"15.865535000000001, -97.069447"
12294,"9.16572, 76.50322800000001"
12298,"47.498101, 18.744806"
12300,"54.341291000000005, -5.748485"
12304,"52.933333, 12.8"
12306,"27.92022, -15.547437"
12307,"4.8902779999999995, 114.942222"
12308,"49.601944, 8.471944"
12314,"51.5, -3.2"
12315,"50.9, -1.4"
12320,"49.45, 7.533333"
12324,"51.514125, -0.093689"
12325,"51.514125, -0.093689"
12327,"15.865535000000001, -97.069447"
12328,"0.0, 0.0"
12331,"50.6, -1.9666669999999997"
12333,"51.383333, -0.1"
12334,"49.945898, 7.779277"
12338,"53.36666700000001, -1.5"
12341,"51.778432, 5.934799"
12344,"54.184523, -2.720037"
12345,"10.315699, 123.88543700000001"
12369,"51.514125, -0.093689"
12370,"52.664913, -1.034894"
12371,"54.787715000000006, -6.4923150000000005"
12372,"56.25, -4.25"
12375,"52.6, -2.0"
12377,"52.333333, -2.066667"
12381,"54.827268999999994, -7.463578999999999"
12384,"54.2, -5.883333"
12386,"51.75, -2.2"
12388,"52.527666, -1.348303"
12396,"19.951944, -99.53277800000001"
12397,"0.0, 0.0"
12400,"0.0, 0.0"
12401,"55.833332999999996, -4.25"
12420,"10.666667, -61.516667000000005"
12421,"35.898909, 14.514553"
12432,"-33.833333, 151.083333"
12433,"22.396428, 114.10949699999999"
12438,"52.355084999999995, 6.659864999999999"
12455,"0.0, 0.0"
12489,"18.268306, -78.34724200000001"
12495,"-18.1416, 178.4419"
12506,"-26.71453, 27.097047999999997"
12518,"55.833332999999996, -3.083333"
12526,"52.63333299999999, 1.3"
12531,"18.473833, -66.938512"
12532,"-27.522349, 153.191323"
12534,"48.736277, 19.146192000000003"
12556,"0.0, 0.0"
12558,"51.133333, -0.983333"
12574,"52.966667, -1.8833330000000001"
12576,"51.514125, -0.093689"
12652,"0.0, 0.0"
12696,"14.058323999999999, 108.277199"
12714,"27.0, 49.666667"
12719,"22.572646, 88.363895"
12721,"32.854228000000006, -83.591491"
12734,"53.333332999999996, -3.083333"
12742,"-37.813938, 144.963425"
12743,"0.0, 0.0"
12750,"50.633889, -4.364444000000001"
12775,"0.0, 0.0"
12805,"9.512017, 100.013593"
12811,"51.831863, 4.13181"
12817,"0.0, 0.0"
12822,"16.863611, -99.8825"
12823,"-16.92304, 145.766251"
12825,"51.833333, 0.583333"
12832,"-37.813938, 144.963425"
12842,"39.90403, 116.407526"
12864,"55.3, -2.25"
12882,"52.983332999999995, -0.016666999999999998"
12918,"0.0, 0.0"
12968,"67.25918399999999, 15.391632000000001"
12978,"0.0, 0.0"
12981,"0.0, 0.0"
12991,"59.997175, 23.651446"
13001,"51.514125, -0.093689"
13018,"53.3, -3.3833330000000004"
13031,"53.800755, -1.549077"
13041,"29.9833, 75.3833"
13082,"-17.268641, 145.47522"
13090,"19.02317, -98.623841"
13112,"0.0, 0.0"
13129,"34.553128, 18.048011"
13150,"-31.961729, 141.459976"
13154,"-34.928661, 138.598633"
13167,"52.22917, 5.1668970000000005"
13172,"51.616667, 0.416667"
13183,"-33.861481, 151.205475"
13184,"-36.2, 146.966667"
13191,"50.855638, 0.5525770000000001"
13192,"51.514125, -0.093689"
13220,"25.357522, 55.391865"
13222,"37.566534999999995, 126.97796899999999"
13223,"0.0, 0.0"
13241,"51.921667, 4.481111"
13242,"-35.27603, 149.13435"
13243,"14.579444, 121.035917"
13246,"22.412222, -83.671944"
13251,"50.8, 0.23333299999999998"
13274,"51.416667, 0.116667"
13299,"0.0, 0.0"
13315,"0.0, 0.0"
13322,"53.416667000000004, -3.0"
13330,"63.333332999999996, -90.7"
13333,"51.514125, -0.093689"
13374,"-19.015438, 29.154857"
13391,"48.145891999999996, 17.107136999999998"
13392,"19.70595, -101.194982"
13447,"0.0, 0.0"
13486,"49.500881, 5.986093"
13503,"55.61666700000001, -3.516667"
13534,"52.814028, -1.6371360000000001"
13566,"0.0, 0.0"
13571,"-28.868483, 153.560001"
13573,"-34.424, 150.893448"
13584,"-35.27603, 149.13435"
13588,"53.8, -2.233333"
13614,"52.016667, -4.8333330000000005"
13638,"50.854957, 3.127457"
13644,"48.852845, 1.874855"
13648,"52.355518, -1.17432"
13668,"52.966667, -1.166667"
13678,"50.793209000000004, -0.005174"
13679,"51.75, -1.25"
13680,"55.54857, -2.786139"
13681,"12.971599000000001, 77.594563"
13686,"29.311659999999996, 47.481766"
13691,"53.416667000000004, -3.0"
13695,"0.0, 0.0"
13709,"40.43495, 49.867622999999995"
13723,"-33.924868, 18.424055"
13774,"-0.589724, 101.343106"
13775,"19.181739, -88.479138"
13778,"55.833332999999996, -4.25"
13787,"0.0, 0.0"
13797,"51.833333, 0.583333"
13822,"0.0, 0.0"
13829,"-40.900557, 174.88597099999998"
13844,"-37.813938, 144.963425"
13850,"50.837165, 4.663337"
13855,"12.879721, 121.77401699999999"
13857,"0.0, 0.0"
13874,"20.653407, -105.22533200000001"
13888,"-33.513633, 151.335513"
13895,"30.438101, 75.70516500000001"
13899,"54.2, -5.883333"
13913,"53.873712, -3.021371"
13925,"52.833332999999996, -2.0"
13928,"-18.1416, 178.4419"
13993,"0.0, 0.0"
13997,"55.833332999999996, -4.25"
13999,"-0.023559, 37.906193"
14039,"-37.813938, 144.963425"
14040,"51.5, -0.583333"
14044,"51.899603000000006, -1.15359"
14050,"53.5, -2.2166669999999997"
14055,"26.144517, 91.736237"
14088,"56.11666700000001, -3.166667"
14094,"51.514125, -0.093689"
14095,"28.635308000000002, 77.22496"
14105,"0.0, 0.0"
14154,"20.629559, -87.073885"
14155,"0.0, 0.0"
14221,"69.085278, 17.172222"
14222,"-34.928661, 138.598633"
14223,"-31.952240000000003, 115.861397"
14226,"-35.27603, 149.13435"
14227,"-23.697479, 133.883621"
14239,"51.733333, 0.483333"
14249,"32.354668, -89.398528"
14284,"51.514125, -0.093689"
14296,"52.63333299999999, 1.3"
14299,"52.966667, -1.166667"
14306,"51.916667, -0.216667"
14322,"45.442254, 16.276858999999998"
14325,"25.047664, 55.181741"
14347,"53.525932999999995, -7.338138000000001"
14349,"37.91441, 40.230629"
14371,"0.0, 0.0"
14379,"20.296059, 85.82454"
14381,"25.082252, -77.268263"
14398,"60.375551, 6.142884"
14409,"-37.2, 143.95"
14434,"26.266666999999998, 50.15"
14435,"50.833333, -1.233333"
14436,"53.166667000000004, -1.583333"
14448,"21.161908, -86.851528"
14457,"52.355518, -1.17432"
14475,"53.333332999999996, -3.833333"
14483,"-25.289619000000002, 152.830916"
14484,"21.0167, 75.5667"
14491,"57.166667000000004, -2.666667"
14508,"52.664913, -1.034894"
14541,"-29.85868, 31.02184"
14559,"0.0, 0.0"
14596,"0.0, 0.0"
14598,"13.171641000000001, 78.693053"
14609,"64.96305100000001, -19.020835"
14610,"52.167603, 22.290164"
14618,"51.514125, -0.093689"
14626,"51.927751, 0.024258000000000002"
14638,"51.883333, -0.516667"
14642,"53.41291, -8.243889999999999"
14654,"53.5, -2.2166669999999997"
14655,"52.683333, -1.8166669999999998"
14682,"13.135745000000002, 78.132561"
14685,"52.0, -0.5"
14710,"0.0, 0.0"
14711,"-20.917574, 142.702796"
14713,"-27.471009999999996, 153.024292"
14716,"51.133333, -0.983333"
14722,"-23.697479, 133.883621"
14724,"37.566534999999995, 126.97796899999999"
14778,"34.772013, 32.429737"
14790,"52.92253, -1.4746190000000001"
14793,"51.189721999999996, -2.547222"
14811,"-31.952240000000003, 115.861397"
14840,"-9.445638, 159.9729"
14842,"0.0, 0.0"
14844,"44.4325, 26.103889000000002"
14856,"53.268083, -3.7935"
14927,"24.466667, 54.36666700000001"
14937,"-20.725229000000002, 139.497269"
14940,"51.985103, 5.8987300000000005"
14989,"0.0, 0.0"
15004,"28.635308000000002, 77.22496"
15049,"-33.65, 115.03333300000001"
15074,"51.266667, 1.083333"
15106,"53.36666700000001, -1.5"
15108,"52.333333, -0.183333"
15109,"51.068785, -1.794472"
15116,"52.355518, -1.17432"
15141,"18.427445000000002, -67.15406999999999"
15146,"33.93911, 67.709953"
15158,"0.0, 0.0"
15162,"25.357522, 55.391865"
15181,"-37.979858, -57.589794"
15263,"41.319664, 16.283821"
15266,"19.075984, 72.877656"
15267,"52.966667, -1.166667"
15329,"17.295085999999998, 78.503606"
15353,"28.459497, 77.026638"
15396,"18.520429999999998, 73.85674399999999"
15404,"52.154738, -0.701378"
15407,"50.716667, 10.0"
15436,"53.007732, -1.4334120000000001"
15441,"24.861462, 67.009939"
15444,"44.820555999999996, 20.462222"
15457,"-27.471009999999996, 153.024292"
15458,"55.783333, -4.0"
15470,"53.36666700000001, -1.5"
15476,"-37.813938, 144.963425"
15503,"0.0, 0.0"
15526,"18.318899, -64.61106"
15536,"53.416667000000004, -3.0"
15537,"50.396389, -4.138611"
15592,"18.399722, -66.05"
15601,"52.466667, -1.916667"
15655,"50.8, -0.5"
15688,"27.46449, -82.67254799999999"
15698,"0.0, 0.0"
15707,"53.166667000000004, -0.25"
15736,"53.5, -2.2166669999999997"
15768,"25.686614000000002, -100.316113"
15810,"3.1390029999999998, 101.68685500000001"
15827,"39.75, 39.5"
15829,"-30.709529999999997, 150.041214"
15830,"0.0, 0.0"
15835,"51.716667, -5.033333"
15839,"42.013372, 24.878439"
15866,"-6.314993, 143.95555"
15883,"-36.848459999999996, 174.76333200000002"
15904,"50.396389, -4.138611"
15908,"52.25, -0.883333"
15921,"-34.928661, 138.598633"
15932,"-34.603722999999995, -58.381593"
15933,"53.5, -2.2166669999999997"
15939,"51.416667, -1.7166669999999997"
15942,"-27.471009999999996, 153.024292"
15945,"4.62977, -74.13401"
15964,"53.166667000000004, -1.0"
15965,"12.971599000000001, 77.594563"
15971,"49.145922, 0.22784899999999997"
15975,"51.516667, -1.7833330000000003"
15976,"51.516667, -1.7833330000000003"
15977,"51.633333, -3.9666669999999997"
15979,"53.533333, -0.05"
15981,"51.516667, -1.7833330000000003"
15985,"52.416667, -1.55"
15986,"52.416667, -1.55"
15990,"-28.000290000000003, 153.430878"
16003,"40.640063, 22.944419"
16044,"51.514125, -0.093689"
16080,"0.0, 0.0"
16092,"13.728, -60.95399999999999"
16096,"53.333332999999996, -3.083333"
16099,"46.100278, 19.665556"
16110,"53.533333, -1.116667"
16118,"-25.746111, 28.188056"
16131,"53.166667000000004, -2.583333"
16169,"51.416667, -0.75"
16178,"-35.27603, 149.13435"
16188,"0.0, 0.0"
16194,"19.075984, 72.877656"
16201,"0.0, 0.0"
16205,"35.443708, 139.638026"
16212,"40.583346999999996, -4.127044000000001"
16221,"45.070312, 7.686856"
16224,"18.220833, -66.590149"
16243,"-35.27603, 149.13435"
16246,"-14.599413, -28.673146999999997"
16253,"-25.274398, 133.775136"
16265,"29.843009000000002, -95.17787299999999"
16269,"0.0, 0.0"
16270,"-27.471009999999996, 153.024292"
16315,"51.666667, 0.283333"
16319,"-37.813938, 144.963425"
16340,"51.903760999999996, -0.19661199999999998"
16353,"-33.093373, 151.58898200000002"
16354,"24.861462, 67.009939"
16360,"57.65, -3.333333"
16365,"55.833332999999996, -4.25"
16366,"53.36666700000001, -1.5"
16382,"51.514125, -0.093689"
16388,"30.198381, 71.468703"
16398,"50.794995, -1.1175469999999998"
16412,"-33.86013, 121.88259099999999"
16416,"0.0, 0.0"
16417,"53.65, -1.7833330000000003"
16418,"0.0, 0.0"
16431,"-26.899363, 152.956306"
16432,"51.883333, -0.516667"
16441,"-34.603722999999995, -58.381593"
16445,"12.971599000000001, 77.594563"
16446,"12.971599000000001, 77.594563"
16455,"-37.813938, 144.963425"
16456,"-37.483333, 144.98333300000002"
16496,"51.571148, 8.105754"
16501,"-36.848459999999996, 174.76333200000002"
16504,"-27.08465, 152.951096"
16514,"52.954783, -1.158109"
16520,"-6.388877, 106.830069"
16523,"51.26, -2.1875"
16524,"53.25, -1.416667"
16527,"54.988285, -3.8577839999999997"
16533,"43.901816, 1.896506"
16554,"36.34, 43.13"
16564,"53.248472, -2.50897"
16569,"-33.861481, 151.205475"
16581,"27.7, 85.333333"
16593,"4.175278, 73.508889"
16617,"52.466667, -1.916667"
16625,"52.664913, -1.034894"
16626,"14.351875, 120.931505"
16627,"51.833333, -4.1666669999999995"
16631,"51.55, 0.166667"
16633,"54.236107, -4.548056"
16646,"-43.532053999999995, 172.636225"
16651,"28.196673999999998, -16.762351000000002"
16654,"52.35, -2.266667"
16703,"49.57245, 5.99505"
16729,"51.514125, -0.093689"
16752,"52.63333299999999, 1.3"
16814,"29.311659999999996, 47.481766"
16828,"51.379444, -2.365556"
16860,"6.839722, 79.875833"
16864,"27.915817999999998, 34.32995"
16875,"14.083332999999998, -87.216667"
16879,"36.510071, -4.882447"
16905,"51.550501000000004, -0.304841"
16945,"-33.861481, 151.205475"
16952,"53.41291, -8.243889999999999"
16961,"55.833332999999996, -4.25"
16996,"-25.282197, -57.6351"
16999,"0.0, 0.0"
17000,"18.220833, -66.590149"
17023,"-22.932382, -42.486684000000004"
17034,"53.816667, -3.05"
17048,"-31.952240000000003, 115.861397"
17077,"0.0, 0.0"
17122,"52.166667, -2.166667"
17191,"0.0, 0.0"
17195,"-36.848459999999996, 174.76333200000002"
17198,"51.676111, -4.156667"
17202,"33.223191, 43.679291"
17205,"34.690083, 135.195511"
17211,"-33.861481, 151.205475"
17221,"3.090607, 101.529597"
17226,"34.8, 48.516667"
17258,"53.8, -1.583333"
17262,"53.800755, -1.549077"
17278,"53.697931000000004, -2.695478"
17292,"-33.861481, 151.205475"
17293,"53.766667000000005, -2.35"
17295,"1.537886, 103.66087399999999"
17309,"52.666667000000004, -2.75"
17317,"32.514947, -117.038247"
17331,"52.947601, 6.623059"
17338,"60.173324, 24.941025"
17376,"58.595271999999994, 25.013607"
17425,"19.033049, 73.029662"
17436,"51.647222, -3.1369439999999997"
17454,"51.5, -0.416667"
17461,"47.168107, 11.861811999999999"
17502,"7.341063, 134.47716"
17508,"3.1390029999999998, 101.68685500000001"
17512,"39.575158, 2.653674"
17590,"23.61, 58.54"
17594,"-18.0, 178.0"
17613,"-43.383032, 172.656958"
17656,"52.355518, -1.17432"
17745,"33.729388, 73.09314599999999"
17765,"20.422984, -86.92234300000001"
17804,"0.0, 0.0"
17826,"-7.119496000000001, -34.845012"
17829,"-21.170401000000002, -47.810324"
17849,"27.477936, -99.549573"
17859,"-14.599413, -28.673146999999997"
17887,"52.466667, -1.916667"
17898,"-36.848459999999996, 174.76333200000002"
17900,"-12.45722, 130.836639"
17904,"5.278611, 100.3875"
17920,"0.0, 0.0"
17923,"10.315699, 123.88543700000001"
18009,"41.156689, -8.623925"
18025,"53.416667000000004, -3.0"
18034,"0.0, 0.0"
18036,"0.0, 0.0"
18084,"21.161908, -86.851528"
18088,"-22.9083, -43.197077"
18116,"51.683333000000005, -0.166667"
18125,"51.5, -0.583333"
18128,"57.166667000000004, -2.666667"
18132,"52.63333299999999, 1.3"
18151,"20.653407, -105.22533200000001"
18154,"36.083143, 138.777376"
18163,"51.732136, -0.023451"
18165,"-37.813938, 144.963425"
18194,"53.36666700000001, -1.5"
18198,"53.13333299999999, 0.35"
18208,"22.890532999999998, -109.91673700000001"
18220,"-29.31, 27.48"
18230,"45.943160999999996, 24.96676"
18253,"52.766667000000005, -1.9333330000000002"
18257,"-33.4244, 151.34399399999998"
18299,"50.4501, 30.5234"
18300,"50.4501, 30.5234"
18313,"1.352083, 103.819836"
18319,"-38.153461, 144.358093"
18329,"51.611667, -2.5125"
18331,"0.0, 0.0"
18371,"0.0, 0.0"
18376,"56.11666700000001, -3.166667"
18386,"32.514947, -117.038247"
18472,"9.977844000000001, -84.829421"
18480,"53.916667000000004, -3.0"
18481,"-24.957777, -53.459511"
18482,"-33.924868, 18.424055"
18483,"31.451190999999998, 35.383571"
18485,"52.583332999999996, -2.1333330000000004"
18498,"-28.64201, 153.61193799999998"
18512,"-33.417358, 149.581284"
18516,"51.060853, 0.165894"
18532,"54.766667000000005, -1.566667"
18541,"51.933333000000005, 1.216667"
18543,"48.61645, 19.136023"
18566,"0.0, 0.0"
18570,"4.61175, 101.113506"
18571,"57.2, -5.966667"
18591,"55.611567, -4.669636"
18601,"6.573475, 3.3225629999999997"
18605,"54.2, -3.266667"
18606,"14.083332999999998, -87.216667"
18612,"43.708795, -79.387626"
18636,"-37.979858, -57.589794"
18653,"53.213147, -3.1338310000000003"
18663,"-33.861481, 151.205475"
18669,"49.447778, 11.068333"
18675,"52.355518, -1.17432"
18688,"-25.274398, 133.775136"
18689,"52.586214, -1.9829189999999999"
18700,"-33.469120000000004, -70.641997"
18701,"-36.848459999999996, 174.76333200000002"
18703,"9.931233, 76.26730400000001"
18719,"17.439193, -99.545097"
18737,"52.388596, -2.249684"
18749,"0.0, 0.0"
18792,"56.2, -3.0"
18802,"57.322858, -4.424382"
18804,"52.664913, -1.034894"
18807,"0.0, 0.0"
18844,"30.733315, 76.779418"
18862,"51.45, -2.583333"
18884,"52.466667, -1.916667"
18885,"56.333332999999996, -2.7833330000000003"
18901,"52.9, -0.633333"
18904,"47.36865, 8.539183"
18909,"54.166667000000004, -1.5"
18910,"56.153128, 10.106763"
18911,"-33.861481, 151.205475"
18914,"53.8, -1.583333"
18917,"51.5, -3.2"
18959,"52.466667, -1.916667"
18961,"52.466667, -1.916667"
18962,"53.533333, -1.116667"
18963,"52.466667, -1.916667"
18973,"29.311659999999996, 47.481766"
18976,"45.583333, -72.0"
19016,"0.0, 0.0"
19024,"54.766667000000005, -1.566667"
19045,"53.1, -2.433333"
19083,"26.092222, -98.277778"
19085,"69.753158, 18.466054"
19087,"-37.584888, 141.40296899999998"
19090,"-33.137551, 81.826172"
19091,"-22.9083, -43.197077"
19101,"52.6, -2.0"
19115,"0.0, 0.0"
19118,"53.795984, -1.759398"
19133,"0.0, 0.0"
19134,"10.157931, -67.99721"
19141,"0.0, 0.0"
19150,"34.533056, 69.166111"
19156,"-35.100276, 173.780279"
19166,"23.236110999999998, -106.415278"
19203,"51.05, -0.333333"
19231,"38.932515, 28.290665999999998"
19244,"-37.813938, 144.963425"
19259,"49.992862, 8.247253"
19276,"22.079625, 82.13914100000001"
19301,"0.0, 0.0"
19302,"33.338196, 43.596973"
19303,"-38.457087, 144.107208"
19306,"56.01274599999999, 92.922361"
19313,"53.145, -1.67"
19318,"53.4, -0.683333"
19322,"32.624539, -115.452262"
19325,"56.01274599999999, 92.922361"
19336,"0.0, 0.0"
19344,"53.766667000000005, -2.35"
19354,"53.4, -3.0333330000000003"
19361,"52.966667, -1.166667"
19367,"52.373702, -2.602164"
19369,"18.335765, -64.896335"
19397,"1.5309760000000001, 110.34421999999999"
19401,"52.97894, -0.026576999999999996"
19416,"0.0, 0.0"
19422,"60.173324, 24.941025"
19448,"37.566534999999995, 126.97796899999999"
19452,"7.873054, 80.77179699999999"
19454,"10.477464999999999, -84.58068100000001"
19458,"53.888996, -2.633778"
19466,"47.991597999999996, 12.9566"
19469,"20.653407, -105.22533200000001"
19477,"12.879721, 121.77401699999999"
19479,"52.355518, -1.17432"
19525,"0.0, 0.0"
19533,"-34.424, 150.893448"
19537,"-8.783195, -124.508523"
19543,"50.516667, -3.75"
19545,"0.0, 0.0"
19561,"54.88333299999999, -2.933333"
19564,"55.40375600000001, 10.40237"
19565,"51.083333, -3.0"
19566,"52.295255, 5.160424"
19567,"51.266667, 0.516667"
19569,"23.885942, 45.079162"
19571,"43.263013, -2.9349849999999997"
19581,"53.35918, -0.9630200000000001"
19593,"34.760856, 135.785833"
19606,"55.86666700000001, -4.033333"
19610,"55.86666700000001, -4.033333"
19641,"17.425638, 78.533244"
19642,"53.5, -2.2166669999999997"
19645,"28.0512, -16.709685"
19658,"59.91386899999999, 10.752245"
19659,"54.8575, -5.80986"
19666,"52.27131, -9.699932"
19675,"51.45, -2.583333"
19709,"-1.292066, 36.821946000000004"
19730,"18.466667, -77.916667"
19746,"50.516667, -3.75"
19766,"52.318362, 1.273321"
19767,"51.95, 1.3"
19769,"51.5, -3.2"
19770,"-14.599413, -28.673146999999997"
19785,"51.628347, 0.814539"
19823,"60.173324, 24.941025"
19838,"23.838804999999997, 78.73780699999999"
19839,"13.727896, 100.524123"
19868,"53.283333, -2.9"
19880,"22.308085000000002, 69.600603"
19888,"0.0, 0.0"
19891,"50.885488, 4.4709970000000006"
19937,"-0.95, 100.35305600000001"
19953,"12.136389, -86.251389"
19977,"-35.003101, 117.86595200000001"
19985,"33.533333, -7.5833330000000005"
19992,"-33.419544, 149.60509"
20003,"52.016667, -4.8333330000000005"
20024,"0.0, 0.0"
